cell_id,UMAP1,UMAP2,cell_line,perturbation,dose_value,dose_unit,time,condition,source
H01_E09_RT_BC_306_Lig_BC_81-0,8.726307,7.4107747,A549,control,0.0,nM,24.0,control_0,control
A09_E09_RT_BC_146_Lig_BC_286-0,9.930694,8.225858,A549,control,0.0,nM,24.0,control_0,control
G04_E09_RT_BC_346_Lig_BC_349-0,5.9790087,7.517485,A549,control,0.0,nM,24.0,control_0,control
B12_F10_RT_BC_78_Lig_BC_319-0,5.5346494,8.473489,A549,control,0.0,nM,24.0,control_0,control
D08_E09_RT_BC_370_Lig_BC_183-0,6.324949,5.0850086,A549,control,0.0,nM,24.0,control_0,control
A07_E09_RT_BC_18_Lig_BC_151-0,6.886911,7.551516,A549,control,0.0,nM,24.0,control_0,control
D11_F10_RT_BC_275_Lig_BC_176-0,5.216602,2.982814,A549,control,0.0,nM,24.0,control_0,control
H01_E09_RT_BC_377_Lig_BC_208-0,9.934347,6.470738,A549,control,0.0,nM,24.0,control_0,control
G08_E09_RT_BC_139_Lig_BC_109-0,5.925836,3.7864225,A549,control,0.0,nM,24.0,control_0,control
B01_E09_RT_BC_305_Lig_BC_309-0,6.4360204,3.642582,A549,control,0.0,nM,24.0,control_0,control
H03_E09_RT_BC_212_Lig_BC_54-0,8.912862,7.1034374,A549,control,0.0,nM,24.0,control_0,control
G02_F10_RT_BC_341_Lig_BC_207-0,7.4972982,1.8452698,A549,control,0.0,nM,24.0,control_0,control
D05_F10_RT_BC_218_Lig_BC_71-0,11.319775,7.5107617,A549,control,0.0,nM,24.0,control_0,control
B05_E09_RT_BC_343_Lig_BC_201-0,4.324275,7.6898947,A549,control,0.0,nM,24.0,control_0,control
D12_F10_RT_BC_104_Lig_BC_376-0,7.4513183,1.7074157,A549,control,0.0,nM,24.0,control_0,control
H10_E09_RT_BC_152_Lig_BC_365-0,6.814962,2.460041,A549,control,0.0,nM,24.0,control_0,control
F02_E09_RT_BC_341_Lig_BC_274-0,10.242116,3.126024,A549,control,0.0,nM,24.0,control_0,control
G12_E09_RT_BC_121_Lig_BC_19-0,6.9677806,3.4313493,A549,control,0.0,nM,24.0,control_0,control
D01_F10_RT_BC_227_Lig_BC_147-0,9.402077,9.417797,A549,control,0.0,nM,24.0,control_0,control
D03_F10_RT_BC_242_Lig_BC_25-0,4.570787,5.6252623,A549,control,0.0,nM,24.0,control_0,control
F12_E09_RT_BC_99_Lig_BC_69-0,5.5986433,7.042032,A549,control,0.0,nM,24.0,control_0,control
H06_F10_RT_BC_224_Lig_BC_21-0,3.1073158,5.726657,A549,control,0.0,nM,24.0,control_0,control
C01_F10_RT_BC_242_Lig_BC_279-0,4.125815,5.588742,A549,control,0.0,nM,24.0,control_0,control
D09_F10_RT_BC_371_Lig_BC_245-0,6.253645,1.7334756,A549,control,0.0,nM,24.0,control_0,control
E11_F10_RT_BC_381_Lig_BC_364-0,9.213608,3.3713977,A549,control,0.0,nM,24.0,control_0,control
A10_E09_RT_BC_323_Lig_BC_264-0,4.653399,10.743679,A549,control,0.0,nM,24.0,control_0,control
C09_F10_RT_BC_288_Lig_BC_60-0,4.9668403,5.328815,A549,control,0.0,nM,24.0,control_0,control
D02_E09_RT_BC_351_Lig_BC_57-0,6.807653,2.863427,A549,control,0.0,nM,24.0,control_0,control
G03_E09_RT_BC_189_Lig_BC_280-0,8.997715,2.9925961,A549,control,0.0,nM,24.0,control_0,control
D04_F10_RT_BC_379_Lig_BC_130-0,1.8135511,6.2940564,A549,control,0.0,nM,24.0,control_0,control
F03_E09_RT_BC_150_Lig_BC_39-0,11.078831,7.1075416,A549,control,0.0,nM,24.0,control_0,control
D03_F10_RT_BC_152_Lig_BC_284-0,10.05912,7.66027,A549,control,0.0,nM,24.0,control_0,control
A08_F10_RT_BC_102_Lig_BC_304-0,11.436323,7.9291534,A549,control,0.0,nM,24.0,control_0,control
A07_F10_RT_BC_153_Lig_BC_31-0,10.3798275,7.6290846,A549,control,0.0,nM,24.0,control_0,control
F07_F10_RT_BC_247_Lig_BC_200-0,7.7371025,2.7029762,A549,control,0.0,nM,24.0,control_0,control
G10_F10_RT_BC_210_Lig_BC_22-0,8.992896,3.3929858,A549,control,0.0,nM,24.0,control_0,control
G07_F10_RT_BC_35_Lig_BC_183-0,2.6522865,5.491547,A549,control,0.0,nM,24.0,control_0,control
D04_F10_RT_BC_154_Lig_BC_319-0,8.613299,5.8288717,A549,control,0.0,nM,24.0,control_0,control
E07_F10_RT_BC_294_Lig_BC_91-0,11.030902,7.448194,A549,control,0.0,nM,24.0,control_0,control
H02_E09_RT_BC_191_Lig_BC_333-0,8.84008,4.3409543,A549,control,0.0,nM,24.0,control_0,control
B03_F10_RT_BC_148_Lig_BC_134-0,5.6053853,3.9203107,A549,control,0.0,nM,24.0,control_0,control
H11_F10_RT_BC_124_Lig_BC_127-0,9.413269,5.557603,A549,control,0.0,nM,24.0,control_0,control
B04_F10_RT_BC_207_Lig_BC_218-0,4.082308,4.982385,A549,control,0.0,nM,24.0,control_0,control
C08_E09_RT_BC_62_Lig_BC_352-0,3.7151887,6.976752,A549,control,0.0,nM,24.0,control_0,control
F09_F10_RT_BC_304_Lig_BC_45-0,5.714221,9.764971,A549,control,0.0,nM,24.0,control_0,control
D03_E09_RT_BC_141_Lig_BC_355-0,11.320899,7.399589,A549,control,0.0,nM,24.0,control_0,control
B05_E09_RT_BC_225_Lig_BC_238-0,8.45571,9.777128,A549,control,0.0,nM,24.0,control_0,control
C04_F10_RT_BC_122_Lig_BC_185-0,3.877873,8.85224,A549,control,0.0,nM,24.0,control_0,control
C08_F10_RT_BC_73_Lig_BC_109-0,8.457679,2.7237206,A549,control,0.0,nM,24.0,control_0,control
G06_F10_RT_BC_379_Lig_BC_226-0,9.298557,2.9979923,A549,control,0.0,nM,24.0,control_0,control
E07_F10_RT_BC_236_Lig_BC_298-0,6.006483,10.538697,A549,control,0.0,nM,24.0,control_0,control
F07_F10_RT_BC_63_Lig_BC_51-0,9.569025,3.9064796,A549,control,0.0,nM,24.0,control_0,control
A03_F10_RT_BC_154_Lig_BC_17-0,5.583337,10.556197,A549,control,0.0,nM,24.0,control_0,control
G04_E09_RT_BC_146_Lig_BC_202-0,9.23333,8.0720415,A549,control,0.0,nM,24.0,control_0,control
H11_F10_RT_BC_172_Lig_BC_54-0,2.933496,8.88594,A549,control,0.0,nM,24.0,control_0,control
A12_F10_RT_BC_66_Lig_BC_189-0,8.324555,8.812313,A549,control,0.0,nM,24.0,control_0,control
H09_E09_RT_BC_221_Lig_BC_321-0,7.1770825,6.8715034,A549,control,0.0,nM,24.0,control_0,control
C06_E09_RT_BC_337_Lig_BC_303-0,8.51517,8.504809,A549,control,0.0,nM,24.0,control_0,control
D02_F10_RT_BC_196_Lig_BC_255-0,9.595438,4.9951305,A549,control,0.0,nM,24.0,control_0,control
D04_E09_RT_BC_133_Lig_BC_259-0,7.709014,8.11492,A549,control,0.0,nM,24.0,control_0,control
G11_F10_RT_BC_206_Lig_BC_27-0,4.5425515,10.497267,A549,control,0.0,nM,24.0,control_0,control
A09_F10_RT_BC_160_Lig_BC_359-0,4.7351766,5.9679713,A549,control,0.0,nM,24.0,control_0,control
H03_F10_RT_BC_150_Lig_BC_68-0,5.739894,5.5645795,A549,control,0.0,nM,24.0,control_0,control
H09_F10_RT_BC_306_Lig_BC_168-0,2.0068085,6.164485,A549,control,0.0,nM,24.0,control_0,control
B12_F10_RT_BC_370_Lig_BC_357-0,9.135259,5.229482,A549,control,0.0,nM,24.0,control_0,control
H10_F10_RT_BC_199_Lig_BC_239-0,7.1577697,6.251074,A549,control,0.0,nM,24.0,control_0,control
E01_F10_RT_BC_14_Lig_BC_216-0,4.3853436,6.5937886,A549,control,0.0,nM,24.0,control_0,control
E08_F10_RT_BC_163_Lig_BC_165-0,5.728113,2.2442849,A549,control,0.0,nM,24.0,control_0,control
H02_E09_RT_BC_284_Lig_BC_159-0,6.3235536,4.107261,A549,control,0.0,nM,24.0,control_0,control
E09_E09_RT_BC_46_Lig_BC_277-0,10.496291,9.15295,A549,control,0.0,nM,24.0,control_0,control
C02_E09_RT_BC_32_Lig_BC_281-0,8.4473095,9.212121,A549,control,0.0,nM,24.0,control_0,control
C11_F10_RT_BC_177_Lig_BC_297-0,10.99534,7.9201627,A549,control,0.0,nM,24.0,control_0,control
C12_E09_RT_BC_341_Lig_BC_201-0,9.471544,5.1599417,A549,control,0.0,nM,24.0,control_0,control
D07_F10_RT_BC_70_Lig_BC_272-0,5.1733646,6.361069,A549,control,0.0,nM,24.0,control_0,control
D08_E09_RT_BC_55_Lig_BC_218-0,6.5821133,6.7986856,A549,control,0.0,nM,24.0,control_0,control
H11_E09_RT_BC_217_Lig_BC_17-0,10.881696,8.208206,A549,control,0.0,nM,24.0,control_0,control
G05_F10_RT_BC_305_Lig_BC_24-0,1.003644,7.635686,A549,control,0.0,nM,24.0,control_0,control
A09_E09_RT_BC_42_Lig_BC_59-0,7.0806375,7.6022053,A549,control,0.0,nM,24.0,control_0,control
E05_E09_RT_BC_376_Lig_BC_145-0,8.099382,9.818741,A549,control,0.0,nM,24.0,control_0,control
D10_F10_RT_BC_20_Lig_BC_349-0,9.951928,7.2468038,A549,control,0.0,nM,24.0,control_0,control
H10_F10_RT_BC_92_Lig_BC_159-0,8.075544,5.841538,A549,control,0.0,nM,24.0,control_0,control
G08_E09_RT_BC_367_Lig_BC_46-0,0.81329024,9.266947,A549,control,0.0,nM,24.0,control_0,control
D07_F10_RT_BC_144_Lig_BC_357-0,10.918802,8.584292,A549,control,0.0,nM,24.0,control_0,control
F10_F10_RT_BC_324_Lig_BC_259-0,11.071035,8.077494,A549,control,0.0,nM,24.0,control_0,control
G01_E09_RT_BC_207_Lig_BC_78-0,8.200842,2.590055,A549,control,0.0,nM,24.0,control_0,control
A11_F10_RT_BC_121_Lig_BC_186-0,2.1585813,6.0108633,A549,control,0.0,nM,24.0,control_0,control
H08_F10_RT_BC_302_Lig_BC_203-0,1.1738504,8.982332,A549,control,0.0,nM,24.0,control_0,control
F02_F10_RT_BC_340_Lig_BC_300-1,9.541529,5.982207,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A07_E09_RT_BC_134_Lig_BC_266-1,3.2962096,3.4774418,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C04_E09_RT_BC_345_Lig_BC_167-1,7.5285187,1.9726926,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D08_E09_RT_BC_363_Lig_BC_229-1,3.7826097,5.3687043,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A03_F10_RT_BC_138_Lig_BC_297-1,11.203191,8.108731,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A12_E09_RT_BC_245_Lig_BC_283-1,11.524464,7.5987644,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F12_E09_RT_BC_14_Lig_BC_115-1,9.537075,5.618684,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B03_E09_RT_BC_306_Lig_BC_181-1,10.611657,3.440559,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D11_F10_RT_BC_334_Lig_BC_114-1,10.611469,6.867781,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F07_E09_RT_BC_272_Lig_BC_298-1,6.2258015,2.7946553,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D09_F10_RT_BC_307_Lig_BC_279-1,9.494399,3.7891252,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G12_F10_RT_BC_217_Lig_BC_359-1,8.317195,3.4385026,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A01_E09_RT_BC_103_Lig_BC_162-1,11.207791,8.031283,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A11_F10_RT_BC_220_Lig_BC_183-1,11.191504,7.2283287,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F07_F10_RT_BC_256_Lig_BC_175-1,10.620499,7.29873,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F11_F10_RT_BC_198_Lig_BC_298-1,10.843331,3.4604316,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D04_F10_RT_BC_128_Lig_BC_318-1,9.383566,5.8744493,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D06_E09_RT_BC_44_Lig_BC_81-1,1.8028278,9.937345,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B04_E09_RT_BC_114_Lig_BC_141-1,8.727904,3.9489298,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F07_F10_RT_BC_373_Lig_BC_138-1,6.534496,5.6055713,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A11_F10_RT_BC_67_Lig_BC_20-1,11.009361,3.7294002,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G01_E09_RT_BC_244_Lig_BC_207-1,7.0271907,2.9475956,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H09_E09_RT_BC_218_Lig_BC_33-1,11.113711,7.246574,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B04_F10_RT_BC_321_Lig_BC_45-1,4.376711,3.1581128,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D12_F10_RT_BC_195_Lig_BC_120-1,5.02622,7.9427786,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C07_F10_RT_BC_363_Lig_BC_88-1,3.1798675,2.920215,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H05_F10_RT_BC_244_Lig_BC_193-1,5.5985065,4.142137,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H02_F10_RT_BC_242_Lig_BC_148-1,3.475958,5.4209456,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C12_F10_RT_BC_325_Lig_BC_75-1,5.489455,10.235482,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D08_F10_RT_BC_75_Lig_BC_152-1,2.7677002,5.630989,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A07_F10_RT_BC_9_Lig_BC_153-1,5.14362,6.565904,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E11_F10_RT_BC_215_Lig_BC_375-1,11.244639,7.190908,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C02_E09_RT_BC_248_Lig_BC_153-1,1.3636897,6.7032228,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H11_E09_RT_BC_209_Lig_BC_29-1,10.888752,4.0025463,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A01_F10_RT_BC_228_Lig_BC_42-1,6.0828223,3.3782039,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H06_F10_RT_BC_186_Lig_BC_317-1,1.1116456,6.841406,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G11_F10_RT_BC_303_Lig_BC_365-1,8.297135,4.5884,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E09_F10_RT_BC_6_Lig_BC_145-1,8.887156,3.3889472,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F12_F10_RT_BC_186_Lig_BC_175-1,6.117968,2.3850703,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D01_F10_RT_BC_119_Lig_BC_33-1,6.2852135,3.0333693,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A11_F10_RT_BC_29_Lig_BC_256-1,2.1093707,4.0752296,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F10_E09_RT_BC_168_Lig_BC_363-1,11.267109,7.4332013,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D04_E09_RT_BC_137_Lig_BC_117-1,10.533984,3.2559037,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C02_E09_RT_BC_244_Lig_BC_33-1,6.77991,4.2752376,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B02_E09_RT_BC_255_Lig_BC_56-1,7.6920667,2.4550781,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C01_F10_RT_BC_326_Lig_BC_107-1,2.39252,4.5040374,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F10_F10_RT_BC_229_Lig_BC_265-1,7.88051,2.3820012,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C07_E09_RT_BC_16_Lig_BC_323-1,5.0196037,6.5410843,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E09_F10_RT_BC_250_Lig_BC_109-1,3.7797413,2.7238426,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A03_E09_RT_BC_121_Lig_BC_14-1,3.5843194,10.321865,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F06_E09_RT_BC_153_Lig_BC_104-1,10.42413,7.0771356,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H05_E09_RT_BC_171_Lig_BC_216-1,5.944921,9.873567,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G06_F10_RT_BC_354_Lig_BC_367-1,7.641214,3.7127063,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G01_F10_RT_BC_203_Lig_BC_190-1,7.4465213,5.993701,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D09_F10_RT_BC_91_Lig_BC_256-1,10.40319,9.188157,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D12_F10_RT_BC_170_Lig_BC_103-1,7.6470017,6.509605,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E11_F10_RT_BC_138_Lig_BC_314-1,10.775737,7.3502245,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F04_F10_RT_BC_358_Lig_BC_187-1,10.630685,8.289034,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H12_E09_RT_BC_53_Lig_BC_13-1,11.150311,8.354807,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C04_F10_RT_BC_208_Lig_BC_147-1,6.3527107,3.965047,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F03_E09_RT_BC_75_Lig_BC_26-1,11.025324,8.396896,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G10_F10_RT_BC_126_Lig_BC_223-1,5.6511846,2.4406478,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H03_E09_RT_BC_231_Lig_BC_47-1,8.626277,8.135151,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G12_F10_RT_BC_15_Lig_BC_153-1,8.4239,7.3309646,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F12_F10_RT_BC_106_Lig_BC_80-1,3.247645,7.7388544,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D01_E09_RT_BC_201_Lig_BC_370-1,10.566869,8.269911,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A10_F10_RT_BC_279_Lig_BC_128-1,5.990786,5.4649363,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A03_E09_RT_BC_50_Lig_BC_308-1,6.7736316,6.113563,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H12_F10_RT_BC_69_Lig_BC_324-1,2.3034883,4.945343,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C10_F10_RT_BC_245_Lig_BC_167-1,10.518192,8.397099,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
C09_F10_RT_BC_190_Lig_BC_193-1,11.3343725,7.69222,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G09_F10_RT_BC_124_Lig_BC_172-1,5.5413294,10.303644,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E06_F10_RT_BC_284_Lig_BC_113-1,4.8336706,2.7291822,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A07_E09_RT_BC_122_Lig_BC_95-1,5.473783,7.9291177,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A12_F10_RT_BC_29_Lig_BC_209-1,6.8174467,4.90674,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E12_F10_RT_BC_172_Lig_BC_122-1,4.6118555,3.0215216,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B02_E09_RT_BC_238_Lig_BC_51-1,10.204788,3.5103457,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G06_F10_RT_BC_320_Lig_BC_360-1,8.73168,4.1978807,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F02_F10_RT_BC_237_Lig_BC_160-1,11.212501,7.1986423,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G11_E09_RT_BC_260_Lig_BC_127-1,11.069332,8.271684,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D12_F10_RT_BC_310_Lig_BC_84-1,9.693363,7.684449,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H12_F10_RT_BC_220_Lig_BC_71-1,6.8754983,10.131481,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E01_F10_RT_BC_332_Lig_BC_211-1,4.84792,7.671798,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E04_F10_RT_BC_150_Lig_BC_322-1,5.80662,6.861343,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B06_F10_RT_BC_71_Lig_BC_300-1,3.8524153,9.966641,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F02_E09_RT_BC_105_Lig_BC_33-1,4.5625696,3.2068796,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D05_E09_RT_BC_272_Lig_BC_226-1,1.0186731,8.28649,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
E02_E09_RT_BC_266_Lig_BC_43-1,6.9025965,10.339717,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G12_E09_RT_BC_71_Lig_BC_9-1,9.684932,5.1601224,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G04_E09_RT_BC_317_Lig_BC_47-1,8.776044,9.485771,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H03_E09_RT_BC_39_Lig_BC_53-1,3.5066292,7.041499,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F12_E09_RT_BC_16_Lig_BC_50-1,10.75264,3.5882142,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G08_F10_RT_BC_85_Lig_BC_154-1,8.112862,4.4611855,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
D01_E09_RT_BC_298_Lig_BC_272-1,9.349003,5.3142314,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H12_F10_RT_BC_138_Lig_BC_256-1,7.8781276,7.6068993,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
H06_F10_RT_BC_210_Lig_BC_186-1,8.244371,5.593299,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
F03_F10_RT_BC_94_Lig_BC_117-1,11.151413,8.095991,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
G05_F10_RT_BC_143_Lig_BC_307-1,10.94724,7.227038,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B01_F10_RT_BC_314_Lig_BC_88-1,7.7331333,3.5626707,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A05_F10_RT_BC_21_Lig_BC_81-1,8.501943,4.2335243,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
A11_F10_RT_BC_348_Lig_BC_4-1,7.564387,2.0841749,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
B12_E09_RT_BC_299_Lig_BC_256-1,7.8378882,4.271761,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,true
