drug,dose_nM,method,alpha
(+)-JQ1,4380.356262962902,original_loglinear,0.9103922581792855
(+)-JQ1,4380.356262962902,improved_hill,0.9835750720727441
(+)-JQ1,4574.855261567406,original_loglinear,0.9151081345553496
(+)-JQ1,4574.855261567406,improved_hill,0.9847238834434352
(+)-JQ1,4777.990512153967,original_loglinear,0.9198240557130812
(+)-JQ1,4777.990512153967,improved_hill,0.9858353021545991
(+)-JQ1,4990.145486353981,original_loglinear,0.9245400197493948
(+)-JQ1,4990.145486353981,improved_hill,0.9869104621866067
(+)-JQ1,5211.720682918039,original_loglinear,0.9292560248420472
(+)-JQ1,5211.720682918039,improved_hill,0.9879504686616656
(+)-JQ1,5443.134383763522,original_loglinear,0.9339720692462068
(+)-JQ1,5443.134383763522,improved_hill,0.988956398199462
(+)-JQ1,5684.823443592555,original_loglinear,0.9386881512911678
(+)-JQ1,5684.823443592555,improved_hill,0.9899292992977209
(+)-JQ1,5937.244114571097,original_loglinear,0.9434042693772025
(+)-JQ1,5937.244114571097,improved_hill,0.9908701927349096
(+)-JQ1,6200.872907625803,original_loglinear,0.9481204219725484
(+)-JQ1,6200.872907625803,improved_hill,0.9917800719924778
(+)-JQ1,6476.207491984753,original_loglinear,0.9528366076105235
(+)-JQ1,6476.207491984753,improved_hill,0.9926599036941935
(+)-JQ1,6763.767634659991,original_loglinear,0.9575528248867609
(+)-JQ1,6763.767634659991,improved_hill,0.9935106280602929
(+)-JQ1,7064.09618164559,original_loglinear,0.9622690724565645
(+)-JQ1,7064.09618164559,improved_hill,0.9943331593743093
(+)-JQ1,7377.760082683305,original_loglinear,0.9669853490323747
(+)-JQ1,7377.760082683305,improved_hill,0.9951283864605993
(+)-JQ1,7705.351461530549,original_loglinear,0.9717016533813416
(+)-JQ1,7705.351461530549,improved_hill,0.995897173170714
(+)-JQ1,8047.488733750887,original_loglinear,0.9764179843230021
(+)-JQ1,8047.488733750887,improved_hill,0.9966403588769018
(+)-JQ1,8404.817774137397,original_loglinear,0.9811343407270544
(+)-JQ1,8404.817774137397,improved_hill,0.9973587589711528
(+)-JQ1,8778.01313597248,original_loglinear,0.9858507215112279
(+)-JQ1,8778.01313597248,improved_hill,0.9980531653683119
(+)-JQ1,9167.779324426061,original_loglinear,0.9905671256392435
(+)-JQ1,9167.779324426061,improved_hill,0.9987243470119076
(+)-JQ1,9574.852126495767,original_loglinear,0.9952835521188591
(+)-JQ1,9574.852126495767,improved_hill,0.9993730503814424
(+)-JQ1,10000.0,original_loglinear,1.0
(+)-JQ1,10000.0,improved_hill,1.0
Trametinib (GSK1120212),10.0,original_loglinear,0.2603453447672145
Trametinib (GSK1120212),10.0,improved_hill,0.8579644368837089
Trametinib (GSK1120212),10.444025524245694,original_loglinear,0.26464183127283286
Trametinib (GSK1120212),10.444025524245694,improved_hill,0.8590248180682268
Trametinib (GSK1120212),10.907766915109553,original_loglinear,0.2689546612816753
Trametinib (GSK1120212),10.907766915109553,improved_hill,0.8600832097151515
Trametinib (GSK1120212),11.392099607392687,original_loglinear,0.27328325691647803
Trametinib (GSK1120212),11.392099607392687,improved_hill,0.8611396074582756
Trametinib (GSK1120212),11.897937907435857,original_loglinear,0.2776270563155014
Trametinib (GSK1120212),11.897937907435857,improved_hill,0.8621940069853895
Trametinib (GSK1120212),12.42623671911505,original_loglinear,0.2819855135340437
Trametinib (GSK1120212),12.42623671911505,improved_hill,0.8632464040382267
Trametinib (GSK1120212),12.977993346475664,original_loglinear,0.28635809841531873
Trametinib (GSK1120212),12.977993346475664,improved_hill,0.8642967944124026
Trametinib (GSK1120212),13.554249376408261,original_loglinear,0.2907442964335345
Trametinib (GSK1120212),13.554249376408261,improved_hill,0.8653451739573544
Trametinib (GSK1120212),14.156092644919916,original_loglinear,0.29514360851188837
Trametinib (GSK1120212),14.156092644919916,improved_hill,0.866391538576276
Trametinib (GSK1120212),14.784659290713032,original_loglinear,0.2995555508180655
Trametinib (GSK1120212),14.784659290713032,improved_hill,0.867435884226052
Trametinib (GSK1120212),15.441135899948314,original_loglinear,0.30397965453969666
Trametinib (GSK1120212),15.441135899948314,improved_hill,0.8684782069171872
Trametinib (GSK1120212),16.126761746240668,original_loglinear,0.3084154656420975
Trametinib (GSK1120212),16.126761746240668,improved_hill,0.8695185027137364
Trametinib (GSK1120212),16.84283113011666,original_loglinear,0.31286254461048313
Trametinib (GSK1120212),16.84283113011666,improved_hill,0.8705567677332291
Trametinib (GSK1120212),17.590695822349833,original_loglinear,0.31732046617871484
Trametinib (GSK1120212),17.590695822349833,improved_hill,0.8715929981465931
Trametinib (GSK1120212),18.371767615786375,original_loglinear,0.3217888190465098
Trametinib (GSK1120212),18.371767615786375,improved_hill,0.8726271901780759
Trametinib (GSK1120212),19.187520990478333,original_loglinear,0.32626720558691535
Trametinib (GSK1120212),19.187520990478333,improved_hill,0.8736593401051628
Trametinib (GSK1120212),20.03949589715557,original_loglinear,0.3307552415457251
Trametinib (GSK1120212),20.03949589715557,improved_hill,0.8746894442584928
Trametinib (GSK1120212),20.929300664290967,original_loglinear,0.33525255573439333
Trametinib (GSK1120212),20.929300664290967,improved_hill,0.8757174990217733
Trametinib (GSK1120212),21.858615034246718,original_loglinear,0.3397587897178876
Trametinib (GSK1120212),21.858615034246718,improved_hill,0.8767435008316904
Trametinib (GSK1120212),22.829193334233338,original_loglinear,0.34427359749880615
Trametinib (GSK1120212),22.829193334233338,improved_hill,0.877767446177819
Trametinib (GSK1120212),23.842867788067263,original_loglinear,0.3487966451989806
Trametinib (GSK1120212),23.842867788067263,improved_hill,0.8787893316025287
Trametinib (GSK1120212),24.901551974978997,original_loglinear,0.35332761073967983
Trametinib (GSK1120212),24.901551974978997,improved_hill,0.8798091537008892
Trametinib (GSK1120212),26.007244442001138,original_loglinear,0.35786618352143285
Trametinib (GSK1120212),26.007244442001138,improved_hill,0.8808269091205717
Trametinib (GSK1120212),27.162032476755684,original_loglinear,0.3624120641043983
Trametinib (GSK1120212),27.162032476755684,improved_hill,0.8818425945617495
Trametinib (GSK1120212),28.368096047762684,original_loglinear,0.3669649638901162
Trametinib (GSK1120212),28.368096047762684,improved_hill,0.8828562067769954
Trametinib (GSK1120212),29.627711919708698,original_loglinear,0.37152460480539806
Trametinib (GSK1120212),29.627711919708698,improved_hill,0.8838677425711773
Trametinib (GSK1120212),30.943257951443588,original_loglinear,0.37609071898903157
Trametinib (GSK1120212),30.943257951443588,improved_hill,0.8848771988013516
Trametinib (GSK1120212),32.31721758481955,original_loglinear,0.3806630484819051
Trametinib (GSK1120212),32.31721758481955,improved_hill,0.8858845723766547
Trametinib (GSK1120212),33.752184532845696,original_loglinear,0.38524134492108436
Trametinib (GSK1120212),33.752184532845696,improved_hill,0.8868898602581915
Trametinib (GSK1120212),35.250867676009136,original_loglinear,0.38982536923831823
Trametinib (GSK1120212),35.250867676009136,improved_hill,0.8878930594589224
Trametinib (GSK1120212),36.81609617600466,original_loglinear,0.3944148913633803
Trametinib (GSK1120212),36.81609617600466,improved_hill,0.8888941670435482
Trametinib (GSK1120212),38.45082481652772,original_loglinear,0.3990096899326095
Trametinib (GSK1120212),38.45082481652772,improved_hill,0.8898931801283931
Trametinib (GSK1120212),40.1581395812115,original_loglinear,0.40360955200295145
Trametinib (GSK1120212),40.1581395812115,improved_hill,0.890890095881285
Trametinib (GSK1120212),41.94126347923944,original_loglinear,0.4082142727717655
Trametinib (GSK1120212),41.94126347923944,improved_hill,0.891884911521434
Trametinib (GSK1120212),43.80356262962903,original_loglinear,0.4128236553026086
Trametinib (GSK1120212),43.80356262962903,improved_hill,0.8928776243193093
Trametinib (GSK1120212),45.74855261567406,original_loglinear,0.4174375102571783
Trametinib (GSK1120212),45.74855261567406,improved_hill,0.8938682315965134
Trametinib (GSK1120212),47.77990512153967,original_loglinear,0.42205565563355074
Trametinib (GSK1120212),47.77990512153967,improved_hill,0.894856730725655
Trametinib (GSK1120212),49.90145486353981,original_loglinear,0.42667791651082515
Trametinib (GSK1120212),49.90145486353981,improved_hill,0.8958431191302197
Trametinib (GSK1120212),52.11720682918039,original_loglinear,0.4313041248002485
Trametinib (GSK1120212),52.11720682918039,improved_hill,0.896827394284438
Trametinib (GSK1120212),54.431343837635225,original_loglinear,0.43593411900287365
Trametinib (GSK1120212),54.431343837635225,improved_hill,0.8978095537131527
Trametinib (GSK1120212),56.84823443592555,original_loglinear,0.44056774397377285
Trametinib (GSK1120212),56.84823443592555,improved_hill,0.8987895949916836
Trametinib (GSK1120212),59.37244114571097,original_loglinear,0.4452048506928121
Trametinib (GSK1120212),59.37244114571097,improved_hill,0.8997675157456907
Trametinib (GSK1120212),62.00872907625803,original_loglinear,0.4498452960419666
Trametinib (GSK1120212),62.00872907625803,improved_hill,0.9007433136510338
Trametinib (GSK1120212),64.76207491984752,original_loglinear,0.4544889425891447
Trametinib (GSK1120212),64.76207491984752,improved_hill,0.9017169864336351
Trametinib (GSK1120212),67.63767634659992,original_loglinear,0.4591356583784661
Trametinib (GSK1120212),67.63767634659992,improved_hill,0.9026885318693322
Trametinib (GSK1120212),70.6409618164559,original_loglinear,0.46378531672693235
Trametinib (GSK1120212),70.6409618164559,improved_hill,0.9036579477837378
Trametinib (GSK1120212),73.77760082683305,original_loglinear,0.46843779602740787
Trametinib (GSK1120212),73.77760082683305,improved_hill,0.9046252320520911
Trametinib (GSK1120212),77.05351461530549,original_loglinear,0.47309297955782753
Trametinib (GSK1120212),77.05351461530549,improved_hill,0.9055903825991112
Trametinib (GSK1120212),80.47488733750892,original_loglinear,0.47775075529652655
Trametinib (GSK1120212),80.47488733750892,improved_hill,0.9065533973988461
