cell_id,UMAP1,UMAP2,cell_line,perturbation,dose_value,dose_unit,time,condition,source
C10_F10_RT_BC_95_Lig_BC_144-0-0,4.6016245,8.135821,A549,control,0.0,nM,24.0,control_0,control
E01_F10_RT_BC_14_Lig_BC_216-0-0,6.2371826,8.54259,A549,control,0.0,nM,24.0,control_0,control
A12_F10_RT_BC_303_Lig_BC_12-0-0,11.361148,3.7795572,A549,control,0.0,nM,24.0,control_0,control
D05_E09_RT_BC_51_Lig_BC_308-0-0,6.053356,9.526146,A549,control,0.0,nM,24.0,control_0,control
D05_E09_RT_BC_363_Lig_BC_71-0-0,9.082157,4.242006,A549,control,0.0,nM,24.0,control_0,control
D02_E09_RT_BC_362_Lig_BC_51-0-0,6.159083,9.462291,A549,control,0.0,nM,24.0,control_0,control
H06_E09_RT_BC_134_Lig_BC_109-0-0,9.255787,1.8228496,A549,control,0.0,nM,24.0,control_0,control
E02_F10_RT_BC_276_Lig_BC_1-0-0,6.6529245,2.267325,A549,control,0.0,nM,24.0,control_0,control
F02_F10_RT_BC_168_Lig_BC_369-0-0,9.861871,5.3258657,A549,control,0.0,nM,24.0,control_0,control
G08_F10_RT_BC_293_Lig_BC_80-0-0,11.093448,8.741064,A549,control,0.0,nM,24.0,control_0,control
F11_F10_RT_BC_320_Lig_BC_319-0-0,9.173853,9.327344,A549,control,0.0,nM,24.0,control_0,control
G07_F10_RT_BC_381_Lig_BC_242-0-0,5.3587694,4.166661,A549,control,0.0,nM,24.0,control_0,control
C04_E09_RT_BC_320_Lig_BC_107-0-0,3.3336327,10.061115,A549,control,0.0,nM,24.0,control_0,control
D06_F10_RT_BC_345_Lig_BC_165-0-0,6.4947667,3.4836345,A549,control,0.0,nM,24.0,control_0,control
D03_F10_RT_BC_357_Lig_BC_133-0-0,10.602214,5.2736406,A549,control,0.0,nM,24.0,control_0,control
E12_E09_RT_BC_77_Lig_BC_358-0-0,12.373914,7.2686095,A549,control,0.0,nM,24.0,control_0,control
C02_E09_RT_BC_3_Lig_BC_256-0-0,9.704632,4.763461,A549,control,0.0,nM,24.0,control_0,control
G09_E09_RT_BC_242_Lig_BC_275-0-0,11.569447,8.930672,A549,control,0.0,nM,24.0,control_0,control
A03_E09_RT_BC_45_Lig_BC_231-0-0,7.488442,7.640105,A549,control,0.0,nM,24.0,control_0,control
G12_E09_RT_BC_317_Lig_BC_188-0-0,8.607639,1.9290994,A549,control,0.0,nM,24.0,control_0,control
D11_F10_RT_BC_85_Lig_BC_275-0-0,5.5343704,7.0960135,A549,control,0.0,nM,24.0,control_0,control
B07_E09_RT_BC_356_Lig_BC_7-0-0,6.0527782,9.143288,A549,control,0.0,nM,24.0,control_0,control
C11_F10_RT_BC_177_Lig_BC_297-0-0,11.8498,8.164782,A549,control,0.0,nM,24.0,control_0,control
F03_E09_RT_BC_294_Lig_BC_113-0-0,7.9276543,2.2220566,A549,control,0.0,nM,24.0,control_0,control
G08_E09_RT_BC_139_Lig_BC_109-0-0,7.2501545,4.0082073,A549,control,0.0,nM,24.0,control_0,control
A03_F10_RT_BC_283_Lig_BC_367-0-0,8.001476,5.4973125,A549,control,0.0,nM,24.0,control_0,control
G11_F10_RT_BC_180_Lig_BC_356-0-0,12.390076,5.0572114,A549,control,0.0,nM,24.0,control_0,control
A07_F10_RT_BC_130_Lig_BC_172-0-0,11.58044,8.029012,A549,control,0.0,nM,24.0,control_0,control
G01_F10_RT_BC_290_Lig_BC_197-0-0,8.003564,10.712296,A549,control,0.0,nM,24.0,control_0,control
D06_F10_RT_BC_104_Lig_BC_265-0-0,3.119536,7.3296976,A549,control,0.0,nM,24.0,control_0,control
D05_F10_RT_BC_218_Lig_BC_71-0-0,12.235151,7.6760583,A549,control,0.0,nM,24.0,control_0,control
E07_F10_RT_BC_294_Lig_BC_91-0-0,12.198071,7.8648524,A549,control,0.0,nM,24.0,control_0,control
D10_F10_RT_BC_234_Lig_BC_29-0-0,8.988089,1.7452948,A549,control,0.0,nM,24.0,control_0,control
D04_E09_RT_BC_313_Lig_BC_286-0-0,6.7917624,4.1301203,A549,control,0.0,nM,24.0,control_0,control
B05_F10_RT_BC_148_Lig_BC_351-0-0,6.242391,8.377736,A549,control,0.0,nM,24.0,control_0,control
H05_E09_RT_BC_238_Lig_BC_10-0-0,7.7111993,1.9819149,A549,control,0.0,nM,24.0,control_0,control
F07_F10_RT_BC_175_Lig_BC_18-0-0,12.076259,7.6175566,A549,control,0.0,nM,24.0,control_0,control
F04_F10_RT_BC_217_Lig_BC_109-0-0,7.2649617,3.3181129,A549,control,0.0,nM,24.0,control_0,control
H09_E09_RT_BC_153_Lig_BC_246-0-0,9.405552,7.10239,A549,control,0.0,nM,24.0,control_0,control
C10_F10_RT_BC_361_Lig_BC_175-0-0,9.8117285,8.704365,A549,control,0.0,nM,24.0,control_0,control
D11_F10_RT_BC_380_Lig_BC_272-0-0,4.1436267,8.338644,A549,control,0.0,nM,24.0,control_0,control
A09_F10_RT_BC_160_Lig_BC_359-0-0,5.5219088,5.825899,A549,control,0.0,nM,24.0,control_0,control
G06_E09_RT_BC_253_Lig_BC_354-0-0,4.7852015,5.0643315,A549,control,0.0,nM,24.0,control_0,control
B05_E09_RT_BC_225_Lig_BC_238-0-0,8.701715,9.828883,A549,control,0.0,nM,24.0,control_0,control
F12_E09_RT_BC_335_Lig_BC_270-0-0,9.282397,7.911199,A549,control,0.0,nM,24.0,control_0,control
D02_F10_RT_BC_196_Lig_BC_255-0-0,10.82535,5.4783416,A549,control,0.0,nM,24.0,control_0,control
dsdr_(+)-JQ1_10_222-1,5.7363014,4.6036696,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_211-1,10.192045,8.50621,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_176-1,7.9494004,3.614718,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_351-1,12.191543,5.0416255,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_408-1,-1.425093,6.500595,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_486-1,6.4057817,6.3486524,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_458-1,2.1011846,6.417237,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_480-1,9.3576,6.722485,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_427-1,8.714749,9.453373,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_194-1,7.864959,6.7817287,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_177-1,4.768561,9.277773,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_249-1,10.476307,9.425351,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_461-1,11.098463,3.533681,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_304-1,6.81038,3.2487931,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_64-1,4.1684637,4.3211994,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_112-1,9.066552,4.8594093,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_197-1,12.08757,7.799123,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_85-1,4.081639,7.030818,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_37-1,9.3478365,7.115784,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_463-1,6.9816275,2.8732,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_3-1,8.925946,4.3691196,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_346-1,10.6538,9.25018,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_496-1,3.9684892,5.131203,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_337-1,4.3912773,5.4364567,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_295-1,11.180643,3.5489638,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_342-1,8.692137,9.799209,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_174-1,4.3452187,8.7385435,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_133-1,11.662604,9.131096,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_132-1,5.616072,6.562081,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_7-1,12.08647,8.839261,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_121-1,6.304437,10.178637,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_115-1,7.9369864,6.0977373,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_391-1,3.8431182,4.7450657,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_207-1,1.4747586,6.9234476,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_116-1,4.678461,10.299304,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_70-1,6.4025464,9.441531,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_298-1,10.477197,7.268909,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_412-1,12.080169,5.3161063,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_139-1,9.0301695,7.3682528,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_148-1,1.2225279,6.506245,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_57-1,3.5931795,9.979286,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_47-1,6.4608226,8.14277,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_157-1,1.1016006,5.7351685,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_448-1,7.5006824,9.438845,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_310-1,11.528999,9.392655,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_356-1,11.276564,7.1960273,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_97-1,6.543566,10.053164,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_360-1,9.030829,1.8760806,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_493-1,10.096298,8.762418,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_146-1,4.801059,7.2178807,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_63-1,7.9834714,4.196761,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_421-1,12.197947,8.771955,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_1-1,6.5705714,7.439871,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_454-1,12.279432,4.872441,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_456-1,9.897905,4.215281,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_101-1,4.216786,8.355124,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_286-1,6.100265,7.1264963,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_284-1,5.4447246,5.092159,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_243-1,8.656884,5.8789034,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_489-1,9.059667,5.916027,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_271-1,5.732555,9.838667,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_108-1,6.1066875,9.889051,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_22-1,5.2047453,6.9279017,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_230-1,11.9595585,7.5824566,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_330-1,7.12416,6.947279,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_381-1,1.7787756,6.0567284,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_104-1,12.42662,7.5740223,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_2-1,5.019384,10.246106,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_78-1,9.315678,6.8848844,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_262-1,7.1661525,5.8974214,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_266-1,3.6827662,6.7265987,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_196-1,1.5282843,5.6581893,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_156-1,8.228371,7.0771074,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_235-1,6.300116,9.012868,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_336-1,4.7411675,3.441213,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_241-1,6.1458945,8.758629,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_376-1,5.0008254,8.105017,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_245-1,2.5574737,6.779197,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_234-1,4.510998,7.0097756,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_10_217-1,4.9195013,7.045505,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,dose_specific_direction
dsdr_(+)-JQ1_100_184-1,8.778727,2.3555276,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_6-1,1.632745,4.6680446,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_427-1,8.736501,9.1191225,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_188-1,8.876003,5.1919527,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_191-1,9.045047,1.902114,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_86-1,2.8689222,6.3505754,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_320-1,2.4279401,5.528232,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_299-1,7.2004867,2.914693,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_260-1,5.8624396,5.0431046,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_9-1,4.5162086,7.0176344,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_165-1,3.9454198,3.6586099,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_186-1,8.171646,7.104534,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_401-1,9.01894,8.049544,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_298-1,9.329212,6.549504,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_106-1,10.120028,3.0983987,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_362-1,2.8973618,5.480496,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_307-1,6.5132775,6.6834736,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_79-1,5.000119,5.492623,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_204-1,5.8715696,5.152228,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_155-1,9.3199625,6.3975444,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_171-1,3.6237128,3.5375671,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_367-1,11.0401745,4.143723,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_109-1,3.7218778,3.2729778,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_334-1,4.1172686,6.085378,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_465-1,11.218863,7.8646345,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_28-1,8.429457,7.3262267,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_495-1,4.563114,4.164204,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_343-1,8.449968,3.8081,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_317-1,10.3337555,5.4642115,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_410-1,9.180771,4.2173953,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_61-1,5.8890586,9.572176,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_284-1,4.932532,5.283295,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_122-1,4.0799704,4.9136043,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_475-1,11.97042,8.684666,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_493-1,9.5939245,8.42779,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_453-1,12.317536,4.804497,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_71-1,6.8491173,7.720044,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_177-1,2.9778354,8.163539,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_234-1,3.7710009,7.115287,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
dsdr_(+)-JQ1_100_424-1,8.310154,3.4914014,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,dose_specific_direction
